shelter_name,shelter_id,latitude,longitude,timestamp,description,status,gen,bez,bundesland,einrichtungsart,Gehbehinderung,Hörbehinderung/Taubheit,Sehbehinderung/Blindheit,Suchtmittelabhängigkeit
Frauenhaus Singen,2237,47.762044359329,8.853405053013,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Konstanz,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
AWO Frauenhaus Schaumburg,2353,52.31830254248,9.204289693607,2022-12-25 08:01:00,k.A.,keine Angabe,Schaumburg,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Staßfurt,2175,51.846982652569,11.592657358624,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Salzlandkreis,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauen-und Kinderschutzhaus Tuttlingen,2254,47.978972871,8.814629638902,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Tuttlingen,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus Ulm,2230,48.402932597842,9.999279928912,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Ulm,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Kreis Viersen,2156,51.253916413955,6.389885517278,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Viersen,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Rems-Murr-Kreis,2206,48.830787760572,9.325598847299,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Rems-Murr-Kreis,Landkreis,Baden-Württemberg,Frauenhaus,True,False,False,False
Frauenhaus Weimar,2292,50.982827330819,11.322555165749,2022-12-25 08:01:00,k.A.,keine Angabe,Weimar,Kreisfreie Stadt,Thüringen,Schutzwohnung,False,False,False,False
Kinder- und Frauenschutzwohnung der Stadt Wernigerode,2287,51.839931701364,10.783901991418,2022-12-25 08:01:00,k.A.,keine Angabe,Harz,Landkreis,Sachsen-Anhalt,Schutzwohnung,True,False,False,False
AWO Frauenhaus Nurdan-Eker Wiesbaden,2312,50.092145133904,8.233820739889,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Wiesbaden,Kreisfreie Stadt,Hessen,Frauenhaus,False,False,False,False
Frauenschutzhaus,2132,53.8965859,11.4695121,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Nordwestmecklenburg,Landkreis,Mecklenburg-Vorpommern,Frauenhaus,False,False,False,False
Frauenhaus SkF,2117,49.7646014,9.9055338,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Würzburg,Kreisfreie Stadt,Bayern,Frauenhaus,True,False,False,False
Frauenschutzeinrichtung Zwickau Stadt,2044,50.726853592716,12.490858252887,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Zwickau,Landkreis,Sachsen,Schutzwohnung,False,False,False,False
Frauenhaus,2407,49.9194456,8.4852426,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Groß-Gerau,Landkreis,Hessen,Frauenhaus,False,False,False,False
Frauenhaus Mainz,2411,49.986824590308,8.271431806591,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mainz,Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Westerwald,2416,50.66442060915,7.821671710156,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Westerwaldkreis,Landkreis,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Freising,2422,48.399763713312,11.735230175261,2022-12-25 08:01:00,k.A.,keine Angabe,Freising,Landkreis,Bayern,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Heidenheim,2481,48.68534546242,10.140460950757,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Heidenheim,Landkreis,Baden-Württemberg,Frauenhaus,False,True,False,False
Frauenhaus Bremerhaven,2369,53.529776471842,8.622328260819,2022-12-25 08:01:00,k.A.,keine Angabe,Bremerhaven,Kreisfreie Stadt,Bremen,Frauenhaus,False,False,False,False
Frauenhaus Chemnitz,2099,50.832365999642,12.920172846924,2022-12-25 08:01:00,k.A.,keine Angabe,Chemnitz,Kreisfreie Stadt,Sachsen,Frauenhaus,True,False,False,False
1. &amp 3. Hamburger Frauenhaus,2382,53.5528284,9.9966396,2022-12-25 08:01:00,k.A.,keine Angabe,Hamburg,Kreisfreie Stadt,Hamburg,Frauenhaus,True,False,False,False
Sofortaufnahme für gewaltbetroffene Frauen und ihre Kinder - Frauenhaus24 Hannover,2011,52.377057435404,9.736999308768,2022-12-25 08:01:00,Aufnahme möglich ohne detaillierte Angabe,Aufnahme möglich ohne detaillierte Angabe,Region Hannover,Landkreis,Niedersachsen,,True,False,False,False
Frauen- und Kinderschutzhaus Radebeul,2045,51.1031702,13.6215949,2022-12-25 08:01:00,k.A.,keine Angabe,Meißen,Landkreis,Sachsen,Frauenhaus,False,False,False,False
Frauenhaus Stendal,2028,52.605557128017,11.847668159234999,2022-12-25 08:01:00,k.A.,keine Angabe,Stendal,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauen-und Kinderschutzwohnung &quotZuflucht&quot Lk Görlitz,2338,50.883994699653,14.806442202914,2022-12-25 08:01:00,k.A.,keine Angabe,Görlitz,Landkreis,Sachsen,Schutzwohnung,False,False,False,False
Frauenhaus Ansbach,2213,49.298815058048,10.573480723219,2022-12-25 08:01:00,k.A.,keine Angabe,Ansbach,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzwohnung Vogtlandkreis,2351,50.50646945,12.404751585779,2022-12-25 08:01:00,k.A.,keine Angabe,Vogtlandkreis,Landkreis,Sachsen,Schutzwohnung,False,False,False,False
Frauenschutzwohnung,2242,51.11064946722,10.643128194246,2022-12-25 08:01:00,k.A.,keine Angabe,Unstrut-Hainich-Kreis,Landkreis,Thüringen,Schutzwohnung,False,False,False,False
Frauen- und Kinderschutzhaus Ammerland Wesermarsch,2309,53.186117454157,8.002655371563,2022-12-25 08:01:00,k.A.,keine Angabe,Ammerland,Landkreis,Niedersachsen,Frauenhaus,True,False,False,False
Frauenzentrum Paula Panke e.V. - Zufluchtswohnung,2068,52.56961735,13.403536522993,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,Schutzwohnung,False,False,False,False
Frauenzimmer e.V.,2082,52.4836896,13.352822090579,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,Schutzwohnung,True,False,False,False
Caritas-Frauenhaus,2098,52.559654245315,13.370605613927,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,Frauenhaus,False,False,False,False
Hestia Frauenhaus,2102,52.5034002,13.3386373,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,Frauenhaus,False,False,False,False
2. Autonomes Frauenhaus Berlin,2274,52.516226925016,13.377744825842,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,Frauenhaus,False,False,False,False
BIG Hotline - Beratung und Vermittlung,2281,52.5170365,13.3888599,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,,False,False,False,False
Frauen- und Kinderschutzhaus Bernburg (Saale),2227,51.783018835759,11.754099790778,2022-12-25 08:01:00,k.A.,keine Angabe,Salzlandkreis,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Beratung für Frauen/Frauenschutzhaus Biberach,2360,48.093565642996,9.786809486456,2022-12-25 08:01:00,k.A.,keine Angabe,Biberach,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Autonome Frauenschutzeinrichtung Brandenburg an der Havel,2347,52.4155967,12.552183065949,2022-12-25 08:01:00,k.A.,keine Angabe,Brandenburg an der Havel,Kreisfreie Stadt,Brandenburg,Frauenhaus,True,False,False,False
Frauenhaus AWO Kreisverband Braunschweig e.V.,2160,52.2646577,10.5236066,2022-12-25 08:01:00,k.A.,keine Angabe,Braunschweig,Kreisfreie Stadt,Niedersachsen,Frauenhaus,True,False,False,False
Autonomes Bremer Frauenhaus,2198,53.076516637178,8.80872139115,2022-12-25 08:01:00,k.A.,keine Angabe,Bremen,Kreisfreie Stadt,Bremen,Frauenhaus,False,True,False,False
AWO-Frauenhaus im Landkreis Harburg,2386,53.360527316544,9.825140798087,2022-12-25 08:01:00,k.A.,keine Angabe,Harburg,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Frauenhaus Dachau,2246,48.259621637411,11.448716677201,2022-12-25 08:01:00,k.A.,keine Angabe,Dachau,Landkreis,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Dessau-Roßlau,2304,51.8311104,12.2429261,2022-12-25 08:01:00,k.A.,keine Angabe,Dessau-Roßlau,Kreisfreie Stadt,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauenschutzhaus Dresden,2087,51.0504088,13.7372621,2022-12-25 08:01:00,k.A.,keine Angabe,Dresden,Kreisfreie Stadt,Sachsen,Frauenhaus,False,False,False,False
Frauenhaus Emden,2088,53.366076745762,7.207059748026,2022-12-25 08:01:00,k.A.,keine Angabe,Emden,Kreisfreie Stadt,Niedersachsen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Erlangen,2265,49.59608204841,11.001999091098,2022-12-25 08:01:00,k.A.,keine Angabe,Erlangen,Kreisfreie Stadt,Bayern,Frauenhaus,True,False,False,False
Frauenhaus FFB,2116,48.1717756,11.2623294,2022-12-25 08:01:00,k.A.,keine Angabe,Fürstenfeldbruck,Landkreis,Bayern,Frauenhaus,True,False,False,False
Frauenhaus Fürstenwalde,2388,52.358683193219,14.065068707361,2022-12-25 08:01:00,k.A.,keine Angabe,Oder-Spree,Landkreis,Brandenburg,Frauenhaus,False,False,False,False
Frauenschutzhaus,2310,51.4825041,11.9705452,2022-12-25 08:01:00,k.A.,keine Angabe,Halle (Saale),Kreisfreie Stadt,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauenhaus Diakonisches Werk Hamburg,2366,53.596621886976,10.018615715002,2022-12-25 08:01:00,k.A.,keine Angabe,Hamburg,Kreisfreie Stadt,Hamburg,Frauenhaus,False,False,False,False
2. Hamburger Frauenhaus e.V.,2367,53.541814575369,9.998572209518,2022-12-25 08:01:00,k.A.,keine Angabe,Hamburg,Kreisfreie Stadt,Hamburg,Frauenhaus,True,False,False,False
6. Autonomes Frauenhaus Hamburg,2381,53.5528284,9.9966396,2022-12-25 08:01:00,k.A.,keine Angabe,Hamburg,Kreisfreie Stadt,Hamburg,Frauenhaus,False,False,False,False
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,53.554448,9.991344,2022-12-25 08:01:00,k.A.,keine Angabe,Hamburg,Kreisfreie Stadt,Hamburg,,True,False,False,False
Frauen- und Kinderschutzhaus Hannover,2085,52.365613497692,9.755097172235,2022-12-25 08:01:00,k.A.,keine Angabe,Region Hannover,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
AWO Frauenhaus,2297,52.3744779,9.7385532,2022-12-25 08:01:00,k.A.,keine Angabe,Region Hannover,Landkreis,Niedersachsen,Frauenhaus,True,False,False,False
Frauen- und Kinderschutzhaus Heidenheim,2239,48.682679502339,10.139461490017,2022-12-25 08:01:00,k.A.,keine Angabe,Heidenheim,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Zentrale Sofortaufnahme der Frauen*- und Kinderschutzhäuser Leipzig,2056,51.3844702,12.3160085,2022-12-25 08:01:00,k.A.,keine Angabe,Leipzig,Kreisfreie Stadt,Sachsen,,False,False,False,False
Frauen- und Kinderschutzhaus Leipzig,2376,51.3406321,12.3747329,2022-12-25 08:01:00,k.A.,keine Angabe,Leipzig,Kreisfreie Stadt,Sachsen,Frauenhaus,True,False,False,False
Frauenhaus Lüchow,2371,52.969714748761,11.15518272981,2022-12-25 08:01:00,k.A.,keine Angabe,Lüchow-Dannenberg,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Frauenschutzhaus Magdeburg,2031,52.109112469784,11.635762688513,2022-12-25 08:01:00,k.A.,keine Angabe,Magdeburg,Kreisfreie Stadt,Sachsen-Anhalt,Frauenhaus,True,False,False,False
Frauenhaus München,2387,48.1371079,11.5753822,2022-12-25 08:01:00,k.A.,keine Angabe,München,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Hagar,2155,49.454987367495,11.078057924511,2022-12-25 08:01:00,k.A.,keine Angabe,Nürnberg,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Ortenau,2235,48.472922532591,7.96749836209,2022-12-25 08:01:00,k.A.,keine Angabe,Ortenaukreis,Landkreis,Baden-Württemberg,Frauenhaus,True,False,False,False
Frauen- und Kinderschutzhaus Pirna,2072,50.9624776,13.9284303,2022-12-25 08:01:00,k.A.,keine Angabe,Sächsische Schweiz-Osterzgebirge,Landkreis,Sachsen,Frauenhaus,False,False,False,False
Frauenhaus Potsdam,2298,52.401823067332,13.060633141753,2022-12-25 08:01:00,k.A.,keine Angabe,Potsdam,Kreisfreie Stadt,Brandenburg,Frauenhaus,False,False,False,False
Beratungs- und Krisenzentrum für Frauen,2122,52.59248315,12.328108634457,2022-12-25 08:01:00,k.A.,keine Angabe,Havelland,Landkreis,Brandenburg,Frauenhaus,False,False,False,False
Frauenhaus Reutlingen,2245,48.490244306328,9.22265822019,2022-12-25 08:01:00,k.A.,keine Angabe,Reutlingen,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen- und Kinderhaus e.V. Uelzen,2084,52.964904113123,10.562643359678,2022-12-25 08:01:00,k.A.,keine Angabe,Uelzen,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Frauenhaus Alb-Donau-Kreis,2314,48.401878420682,9.995374632586,2022-12-25 08:01:00,k.A.,keine Angabe,Ulm,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,48.05923605,8.462281102255,2022-12-25 08:01:00,k.A.,keine Angabe,Schwarzwald-Baar-Kreis,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Waldshut,2101,47.635706238259,8.272258305191,2022-12-25 08:01:00,k.A.,keine Angabe,Waldshut,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus Weißenfels,2168,51.2046563,11.9710163,2022-12-25 08:01:00,k.A.,keine Angabe,Burgenlandkreis,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
FrauenschutzHaus Wolfenbüttel,2306,52.1625283,10.5348215,2022-12-25 08:01:00,k.A.,keine Angabe,Wolfenbüttel,Landkreis,Niedersachsen,Frauenhaus,True,False,False,False
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,51.425144533056,10.35842107336,2022-12-25 08:01:00,k.A.,keine Angabe,Eichsfeld,Landkreis,Thüringen,Schutzwohnung,False,False,False,False
Frauenhaus Neuruppin,2340,52.920470743076,12.805888514342,2022-12-25 08:01:00,k.A.,keine Angabe,Ostprignitz-Ruppin,Landkreis,Brandenburg,Frauenhaus,False,False,True,False
Frauenhaus Gera,2421,50.8772301,12.0796208,2022-12-25 08:01:00,k.A.,keine Angabe,Gera,Kreisfreie Stadt,Thüringen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus des Landkreises Oldenburg,2429,52.903874494874,8.445246410384,2022-12-25 08:01:00,k.A.,keine Angabe,Oldenburg,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
SkF Frauenhaus Kaufbeuren-Ostallgäu,2444,47.8899307307,10.626108318125,2022-12-25 08:01:00,k.A.,keine Angabe,Kaufbeuren,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus BORA e.V.,2449,52.55712455,13.448277760058,2022-12-25 08:01:00,k.A.,keine Angabe,Berlin,Kreisfreie Stadt,Berlin,Frauenhaus,True,False,False,False
Frauenschutzhaus Bautzen,2498,51.182293,14.4237749,2022-12-25 08:01:00,k.A.,keine Angabe,Bautzen,Landkreis,Sachsen,Frauenhaus,False,False,False,False
Frauenhaus Nordschwaben,2514,48.6042127,10.5888474,2022-12-25 08:01:00,k.A.,keine Angabe,Dillingen a.d. Donau,Landkreis,Bayern,Frauenhaus,False,False,False,False
